1635	Q0	gesis-ssoar-64626	4	4.1808434	publication
16523	Q0	gesis-ssoar-83485	0	4.444828	publication
16523	Q0	gesis-ssoar-57362	1	4.1857224	publication
16523	Q0	gesis-ssoar-74748	2	4.1857224	publication
16523	Q0	gesis-ssoar-55758	3	3.9557657	publication
16523	Q0	gesis-ssoar-72399	4	3.874947	publication
16523	Q0	gesis-ssoar-71909	5	3.8500092	publication
16523	Q0	gesis-ssoar-77188	6	3.8490548	publication
16523	Q0	gesis-ssoar-80030	7	3.7246146	publication
16523	Q0	gesis-ssoar-83824	8	3.7015684	publication
16523	Q0	gesis-ssoar-83423	9	3.7015684	publication
16523	Q0	gesis-ssoar-83388	10	3.2800202	publication
16523	Q0	gesis-ssoar-35199	11	3.1026917	publication
1670	Q0	gesis-ssoar-62037	0	4.525924	publication
1670	Q0	gesis-ssoar-53074	1	4.525846	publication
1670	Q0	gesis-ssoar-2963	2	4.470318	publication
1670	Q0	gesis-ssoar-58161	3	4.410827	publication
1670	Q0	gesis-ssoar-72069	4	4.363252	publication
1670	Q0	gesis-ssoar-32120	5	4.347813	publication
1670	Q0	gesis-ssoar-81405	6	4.2864337	publication
1670	Q0	gesis-ssoar-58872	7	4.164463	publication
1670	Q0	gesis-ssoar-73152	8	4.048617	publication
1670	Q0	gesis-ssoar-83788	9	3.9390411	publication
1670	Q0	gesis-ssoar-85342	10	3.9390411	publication
1670	Q0	gesis-ssoar-72068	11	3.8767085	publication
1670	Q0	gesis-ssoar-31663	12	3.7859118	publication
1670	Q0	gesis-ssoar-70014	13	3.6996186	publication
1670	Q0	gesis-ssoar-58871	14	3.6813178	publication
1670	Q0	gesis-ssoar-77777	15	3.6442423	publication
1670	Q0	gesis-ssoar-13482	16	3.6171713	publication
1670	Q0	gesis-ssoar-67117	17	3.5904999	publication
1670	Q0	gesis-ssoar-85017	18	3.511853	publication
1670	Q0	gesis-ssoar-58866	19	3.4876332	publication
1670	Q0	gesis-ssoar-80400	20	3.4867063	publication
17057	Q0	gesis-ssoar-36820	0	4.3783445	publication
17057	Q0	cews-2-715121	1	4.254422	publication
17057	Q0	gesis-ssoar-34996	2	4.1980996	publication
17057	Q0	gesis-ssoar-57223	3	4.000317	publication
17057	Q0	gesis-ssoar-65875	4	3.7643414	publication
17057	Q0	gesis-ssoar-36821	5	3.580045	publication
17057	Q0	gesis-ssoar-36819	6	3.4112594	publication
17057	Q0	gesis-ssoar-70150	7	3.322456	publication
17057	Q0	gesis-ssoar-77349	8	3.197595	publication
1719	Q0	gesis-ssoar-6007	0	4.189755	publication
1719	Q0	gesis-ssoar-36449	1	4.097047	publication
1719	Q0	gesis-ssoar-16948	2	4.0691175	publication
1719	Q0	gesis-ssoar-34739	3	3.996011	publication
1719	Q0	gesis-ssoar-41096	4	3.971554	publication
1719	Q0	bibsonomy-blobaum2022vertrauen	5	3.9473946	publication
1719	Q0	gesis-ssoar-36333	6	3.9235275	publication
1719	Q0	gesis-ssoar-6008	7	3.886661	publication
1719	Q0	bibsonomy-schnaudt2020politisches	8	3.8594627	publication
1719	Q0	gesis-ssoar-16949	9	3.726481	publication
1719	Q0	gesis-ssoar-34311	10	3.7039692	publication
1719	Q0	bibsonomy-grunberg2014vertrauen	11	3.6786551	publication
1719	Q0	gesis-ssoar-78777	12	3.653914	publication
1719	Q0	bibsonomy-maierjurgen2016zerstrt	13	3.596903	publication
1719	Q0	bibsonomy-maier2018steigert	14	3.5871458	publication
1719	Q0	bibsonomy-jackle2022vertrauen	15	3.5577548	publication
1719	Q0	gesis-ssoar-40620	16	3.5574653	publication
1719	Q0	gesis-ssoar-61951	17	3.5286274	publication
1719	Q0	bibsonomy-lembcke2006vertrauen	18	3.4995532	publication
1719	Q0	gesis-ssoar-34893	19	3.4854555	publication
1719	Q0	gesis-ssoar-17068	20	3.4719882	publication
1719	Q0	gesis-ssoar-6006	21	3.4719882	publication
1719	Q0	bibsonomy-rolle2009vertrauen	22	3.444175	publication
1719	Q0	gesis-ssoar-6009	23	3.417138	publication
1719	Q0	bibsonomy-schmittbeck2004soziales	24	3.3898647	publication
1719	Q0	gesis-ssoar-56386	25	3.3798609	publication
1719	Q0	cews-2-531426	26	3.3725736	publication
1719	Q0	gesis-ssoar-11258	27	3.3639941	publication
1719	Q0	gesis-ssoar-20209	28	3.3120072	publication
1719	Q0	gesis-ssoar-18543	29	3.2625155	publication
1719	Q0	bibsonomy-wendt2003vertrauen	30	3.2059512	publication
1719	Q0	gesis-ssoar-65299	31	3.2059512	publication
1743	Q0	bibsonomy-konig2014lebenszufriedenheit	0	5.2732315	publication
1743	Q0	gesis-ssoar-34544	1	5.2236834	publication
1743	Q0	gesis-ssoar-39274	2	5.210226	publication
1743	Q0	bibsonomy-frei2004beeinflusst	3	5.0472884	publication
1743	Q0	cews-2-634059	4	4.9725733	publication
1743	Q0	gesis-ssoar-57691	5	4.9441223	publication
1743	Q0	bibsonomy-bauer2021soziale	6	4.8453894	publication
1743	Q0	gesis-ssoar-69261	7	4.8211336	publication
1743	Q0	cews-2-615522	8	4.7195306	publication
1743	Q0	bibsonomy-dunkelberg2004beeinflusst	9	4.6289806	publication
1743	Q0	gesis-ssoar-72873	10	4.592643	publication
1743	Q0	cews-2-809866	11	4.5559874	publication
1743	Q0	gesis-ssoar-59555	12	4.5559874	publication
1743	Q0	gesis-ssoar-18246	13	4.542542	publication
1743	Q0	gesis-ssoar-62949	14	4.5212173	publication
1743	Q0	bibsonomy-hader2019architekturwahrnehmung	15	4.486117	publication
1743	Q0	gesis-ssoar-69262	16	4.3190804	publication
1743	Q0	gesis-ssoar-34345	17	4.1055937	publication
1743	Q0	gesis-ssoar-48234	18	4.0676517	publication
1743	Q0	gesis-ssoar-37314	19	3.736238	publication
1743	Q0	bibsonomy-raffelhuschen2020deutsche	20	3.7115028	publication
1743	Q0	gesis-ssoar-84323	21	3.6417618	publication
1743	Q0	gesis-ssoar-77908	22	3.5527508	publication
1743	Q0	gesis-ssoar-67584	23	3.5527508	publication
1743	Q0	gesis-ssoar-48866	24	3.4679878	publication
1743	Q0	cews-2-809171	25	3.4679878	publication
1743	Q0	gesis-ssoar-58342	26	3.2007124	publication
1743	Q0	gesis-ssoar-35499	27	3.131752	publication
1743	Q0	cews-2-808022	28	3.131752	publication
1743	Q0	gesis-ssoar-33317	29	3.0657005	publication
1743	Q0	bibsonomy-lange2016determinanten	30	3.0023775	publication
1743	Q0	bibsonomy-lange2017determinanten	31	3.0023775	publication
1743	Q0	gesis-ssoar-21403	32	2.8832679	publication
17717	Q0	gesis-ssoar-35017	0	5.568296	publication
17717	Q0	gesis-ssoar-35236	1	5.178101	publication
17717	Q0	gesis-ssoar-5811	2	4.906024	publication
17717	Q0	gesis-ssoar-33093	3	4.8305016	publication
17717	Q0	cews-2-683156	4	4.818034	publication
17717	Q0	cews-2-609583	5	4.6399827	publication
17717	Q0	gesis-ssoar-57930	6	4.633235	publication
17717	Q0	gesis-ssoar-35035	7	4.4013104	publication
17717	Q0	gesis-ssoar-66817	8	4.1454306	publication
17717	Q0	gesis-ssoar-32125	9	4.027981	publication
17717	Q0	gesis-ssoar-46928	10	3.9173355	publication
17717	Q0	gesis-ssoar-41472	11	3.9173355	publication
17717	Q0	gesis-ssoar-48331	12	3.8126063	publication
17717	Q0	gesis-ssoar-32422	13	3.8126063	publication
17717	Q0	gesis-ssoar-51639	14	3.6656077	publication
17717	Q0	gesis-ssoar-35669	15	3.573748	publication
17717	Q0	gesis-ssoar-41208	16	3.573748	publication
17717	Q0	gesis-ssoar-32403	17	3.3231425	publication
17717	Q0	gesis-ssoar-81247	18	3.28487	publication
17717	Q0	gesis-ssoar-38672	19	3.1402056	publication
17717	Q0	gesis-ssoar-40413	20	3.072549	publication
17717	Q0	gesis-ssoar-39393	21	3.007746	publication
1817	Q0	gesis-ssoar-55986	0	4.834263	publication
1817	Q0	gesis-ssoar-25986	1	4.311423	publication
1817	Q0	gesis-ssoar-39690	2	4.060791	publication
1817	Q0	gesis-ssoar-32283	3	3.946094	publication
1817	Q0	gesis-ssoar-76428	4	3.946094	publication
1817	Q0	gesis-ssoar-25416	5	3.890136	publication
1817	Q0	cews-2-811233	6	3.7093856	publication
1817	Q0	gesis-ssoar-73763	7	3.6858282	publication
1817	Q0	gesis-ssoar-76363	8	3.6381342	publication
1817	Q0	gesis-ssoar-26065	9	3.544686	publication
1817	Q0	gesis-ssoar-17351	10	3.414729	publication
1817	Q0	gesis-ssoar-38965	11	3.3332589	publication
1817	Q0	gesis-ssoar-66847	12	3.3332589	publication
1817	Q0	gesis-ssoar-20456	13	3.2562892	publication
1817	Q0	gesis-ssoar-82023	14	3.255585	publication
1817	Q0	gesis-ssoar-67904	15	3.255585	publication
1817	Q0	bibsonomy-obermaier2020vertrauen	16	3.2180903	publication
1817	Q0	gesis-ssoar-86819	17	3.1814492	publication
1817	Q0	gesis-ssoar-40256	18	3.1814492	publication
1817	Q0	gesis-ssoar-62264	19	3.1456332	publication
1817	Q0	gesis-ssoar-81336	20	3.1456332	publication
1817	Q0	gesis-ssoar-21218	21	3.0434804	publication
1817	Q0	gesis-ssoar-61359	22	3.0100858	publication
1817	Q0	gesis-ssoar-86188	23	3.0100858	publication
18263	Q0	gesis-ssoar-66416	0	3.5623035	publication
18263	Q0	gesis-ssoar-74562	1	3.0607939	publication
18589	Q0	gesis-ssoar-64428	0	3.3028145	publication
18589	Q0	gesis-ssoar-16919	1	3.2337065	publication
18589	Q0	gesis-ssoar-67920	2	3.2096784	publication
19136	Q0	gesis-ssoar-77993	0	3.35038	publication
20168	Q0	gesis-ssoar-44087	0	3.9899035	publication
20775	Q0	gesis-ssoar-68657	0	3.8100789	publication
20775	Q0	gesis-ssoar-17346	1	3.6315446	publication
20775	Q0	gesis-ssoar-74531	2	3.5476174	publication
20775	Q0	gesis-ssoar-76071	3	3.5426278	publication
20775	Q0	gesis-ssoar-69082	4	3.5271711	publication
20775	Q0	gesis-ssoar-43928	5	3.4882774	publication
20775	Q0	gesis-ssoar-52360	6	3.4566054	publication
20775	Q0	gesis-ssoar-88610	7	3.3236184	publication
20775	Q0	gesis-ssoar-11210	8	3.2970119	publication
20775	Q0	gesis-ssoar-17143	9	3.2970119	publication
20775	Q0	gesis-ssoar-23378	10	3.2879066	publication
20775	Q0	gesis-ssoar-17339	11	3.2389874	publication
20775	Q0	gesis-ssoar-36106	12	3.2038875	publication
20775	Q0	gesis-ssoar-73323	13	3.1673572	publication
20775	Q0	gesis-ssoar-36108	14	3.1431847	publication
21846	Q0	gesis-ssoar-20232	0	6.339342	publication
21846	Q0	gesis-ssoar-20437	1	6.212146	publication
21846	Q0	gesis-ssoar-79901	2	5.9892426	publication
21846	Q0	gesis-ssoar-6063	3	5.908124	publication
21846	Q0	gesis-ssoar-12472	4	5.246251	publication
21846	Q0	gesis-ssoar-82263	5	5.2239876	publication
21846	Q0	gesis-ssoar-20612	6	4.3349376	publication
21879	Q0	gesis-ssoar-28144	0	9.7097435	publication
21879	Q0	gesis-ssoar-20437	1	9.309221	publication
21879	Q0	gesis-ssoar-19880	2	8.925669	publication
21879	Q0	gesis-ssoar-20908	3	7.152677	publication
21879	Q0	gesis-ssoar-20232	4	6.339342	publication
21879	Q0	gesis-ssoar-6063	5	5.908124	publication
21879	Q0	gesis-ssoar-12472	6	5.246251	publication
221	Q0	gesis-ssoar-45682	0	3.1100087	publication
221	Q0	gesis-ssoar-66059	1	3.0161965	publication
2272	Q0	gesis-ssoar-45748	0	7.0333633	publication
2272	Q0	gesis-ssoar-45767	1	7.028841	publication
2272	Q0	gesis-ssoar-45732	2	6.9349184	publication
2272	Q0	gesis-ssoar-48811	3	6.7987785	publication
2272	Q0	cews-2-798372	4	6.51176	publication
2272	Q0	cews-2-809444	5	6.362869	publication
2272	Q0	gesis-ssoar-53358	6	6.362869	publication
2272	Q0	gesis-ssoar-61827	7	6.3099084	publication
2272	Q0	cews-2-615135	8	6.215334	publication
2272	Q0	gesis-ssoar-84663	9	6.136728	publication
2272	Q0	cews-2-695676	10	6.0880985	publication
2272	Q0	gesis-ssoar-69830	11	6.040392	publication
22951	Q0	gesis-ssoar-35697	0	4.027478	publication
22951	Q0	gesis-ssoar-85133	1	3.942535	publication
22951	Q0	gesis-ssoar-65864	2	3.942535	publication
22951	Q0	gesis-ssoar-68654	3	3.8611007	publication
22951	Q0	bibsonomy-wittenberg2011nrnberg	4	3.5664372	publication
22951	Q0	gesis-ssoar-26967	5	3.4353514	publication
22951	Q0	bibsonomy-rau2007nonresponse	6	3.2001085	publication
22951	Q0	gesis-ssoar-70121	7	3.0941687	publication
22951	Q0	gesis-ssoar-17276	8	2.446292	publication
230	Q0	gesis-ssoar-48505	0	5.8896585	publication
230	Q0	gesis-ssoar-50408	1	5.795449	publication
230	Q0	gesis-ssoar-16547	2	5.5571475	publication
230	Q0	gesis-ssoar-36868	3	4.206189	publication
230	Q0	gesis-ssoar-12210	4	3.9830558	publication
230	Q0	gesis-ssoar-21975	5	3.9374998	publication
230	Q0	gesis-ssoar-40500	6	3.719938	publication
230	Q0	gesis-ssoar-38367	7	3.6397908	publication
230	Q0	gesis-ssoar-71948	8	3.5630243	publication
230	Q0	gesis-ssoar-51531	9	3.5630243	publication
230	Q0	gesis-ssoar-49473	10	3.489429	publication
230	Q0	gesis-ssoar-20517	11	3.3851943	publication
230	Q0	bibsonomy-beckers2010komparative	12	3.22313	publication
230	Q0	gesis-solis-00394944	13	2.994595	publication
230	Q0	gesis-ssoar-12160	14	2.7963223	publication
230	Q0	gesis-ssoar-18612	15	2.622675	publication
230	Q0	gesis-ssoar-18387	16	1.7522016	publication
23614	Q0	gesis-ssoar-76367	0	5.6925564	publication
23614	Q0	gesis-ssoar-85133	1	5.409832	publication
23614	Q0	gesis-ssoar-76363	2	5.063175	publication
23614	Q0	gesis-ssoar-67375	3	4.594592	publication
23614	Q0	gesis-ssoar-56856	4	4.4112263	publication
23614	Q0	gesis-ssoar-17476	5	4.220732	publication
23614	Q0	gesis-ssoar-47960	6	3.8872929	publication
2386	Q0	gesis-ssoar-67769	0	3.7873287	publication
2386	Q0	gesis-ssoar-34337	1	3.3712425	publication
2386	Q0	gesis-ssoar-19927	2	3.356916	publication
23986	Q0	gesis-ssoar-64521	0	2.9685383	publication
23986	Q0	gesis-ssoar-69510	1	2.8716986	publication
24946	Q0	gesis-ssoar-27450	0	4.631524	publication
24946	Q0	gesis-ssoar-69082	1	3.248345	publication
24946	Q0	gesis-ssoar-18603	2	3.0116432	publication
2585	Q0	gesis-ssoar-21276	0	4.6269073	publication
2585	Q0	bibsonomy-reuband1992streben	1	4.4492664	publication
2585	Q0	gesis-ssoar-12238	2	4.3805914	publication
2585	Q0	bibsonomy-jacobson2008sozialstruktur	3	4.279773	publication
2585	Q0	gesis-ssoar-24750	4	4.2069874	publication
2585	Q0	gesis-ssoar-24826	5	4.136636	publication
2585	Q0	gesis-ssoar-4708	6	3.981091	publication
2585	Q0	gesis-ssoar-4358	7	3.9700475	publication
2585	Q0	gesis-ssoar-68002	8	3.9142094	publication
2585	Q0	gesis-ssoar-9805	9	3.8767204	publication
2585	Q0	bibsonomy-kury1995kriminalitt	10	3.8471344	publication
2585	Q0	gesis-ssoar-3424	11	3.846579	publication
2585	Q0	bibsonomy-reuband1995vernderungen	12	3.8172674	publication
2585	Q0	gesis-ssoar-35803	13	3.7783966	publication
2585	Q0	gesis-ssoar-33849	14	3.7403092	publication
2585	Q0	gesis-ssoar-44026	15	3.7403092	publication
2585	Q0	gesis-ssoar-38493	16	3.675135	publication
2585	Q0	bibsonomy-dittmann2005entwicklung	17	3.6663933	publication
2585	Q0	gesis-ssoar-20461	18	3.6663933	publication
2585	Q0	bibsonomy-kerschkerisch1993gelegenheit	19	3.6663933	publication
2585	Q0	gesis-ssoar-27624	20	3.6218252	publication
2585	Q0	gesis-ssoar-51702	21	3.5950189	publication
2585	Q0	gesis-ssoar-36825	22	3.5950189	publication
2585	Q0	gesis-ssoar-32171	23	3.4694333	publication
2585	Q0	gesis-ssoar-21332	24	3.4611926	publication
2585	Q0	bibsonomy-bundesministeriumdesinnern2006zweiter	25	3.4611926	publication
2585	Q0	gesis-ssoar-24742	26	3.3066826	publication
2585	Q0	bibsonomy-bundesministeriumdesinnern2001erster	27	3.3066826	publication
2585	Q0	gesis-ssoar-62700	28	3.263064	publication
2585	Q0	gesis-ssoar-40145	29	3.263064	publication
2585	Q0	bibsonomy-oelkers2016lndliche	30	3.1784325	publication
2662	Q0	gesis-ssoar-23709	0	3.6361349	publication
2741	Q0	gesis-ssoar-57681	0	4.4638376	publication
2741	Q0	gesis-ssoar-62366	1	4.461568	publication
2741	Q0	gesis-ssoar-73774	2	4.4523115	publication
2741	Q0	gesis-ssoar-55200	3	4.4401417	publication
2817	Q0	gesis-ssoar-86068	0	5.197644	publication
2817	Q0	gesis-ssoar-60040	1	5.1914735	publication
2817	Q0	gesis-ssoar-77126	2	5.1819654	publication
2817	Q0	gesis-ssoar-32621	3	5.122371	publication
2817	Q0	bibsonomy-schurmann2022populistischedemobilisierung	4	4.9931693	publication
2817	Q0	gesis-ssoar-75281	5	4.9931693	publication
2817	Q0	gesis-ssoar-78362	6	4.7281504	publication
2817	Q0	gesis-ssoar-86480	7	4.698595	publication
2817	Q0	bibsonomy-westle2020schtzt	8	4.6910343	publication
2817	Q0	gesis-ssoar-32622	9	4.5822263	publication
2817	Q0	gesis-ssoar-82224	10	4.5454197	publication
2817	Q0	gesis-ssoar-82626	11	4.4433937	publication
2817	Q0	gesis-ssoar-82349	12	4.4103956	publication
2817	Q0	gesis-ssoar-81523	13	4.377884	publication
2817	Q0	gesis-ssoar-82484	14	4.3458476	publication
2817	Q0	bibsonomy-droste2019treiben	15	4.233782	publication
2817	Q0	gesis-ssoar-59220	16	3.9169638	publication
2817	Q0	gesis-ssoar-80144	17	3.9160056	publication
2817	Q0	gesis-ssoar-65032	18	3.7910173	publication
2817	Q0	gesis-ssoar-77341	19	3.7669709	publication
2817	Q0	bibsonomy-droste2019untersuchung	20	3.4198945	publication
2817	Q0	gesis-ssoar-80174	21	3.4198945	publication
2817	Q0	gesis-ssoar-68616	22	3.4198945	publication
2817	Q0	gesis-ssoar-62510	23	3.3816702	publication
28540	Q0	gesis-ssoar-45748	0	3.3383863	publication
28540	Q0	gesis-ssoar-45732	1	3.3025446	publication
28540	Q0	gesis-ssoar-71565	2	3.0702403	publication
28676	Q0	gesis-ssoar-57152	0	7.4682236	publication
28676	Q0	cews-2-809683	1	7.4682236	publication
28676	Q0	cews-2-811101	2	4.972241	publication
28676	Q0	cews-2-807312	3	4.0721583	publication
2884	Q0	bibsonomy-backhaus2004deutsche	0	4.8966475	publication
2884	Q0	bibsonomy-rippl2006abnahme	1	4.5364985	publication
2884	Q0	bibsonomy-watts1997xenophobia	2	4.476109	publication
2884	Q0	bibsonomy-wittich2004fremdenfeindlichkeit	3	4.476109	publication
2884	Q0	bibsonomy-rippl2003antisemitismus	4	4.4643564	publication
2884	Q0	gesis-ssoar-19246	5	4.3365273	publication
2884	Q0	gesis-ssoar-26528	6	4.2592545	publication
2884	Q0	gesis-ssoar-24709	7	4.25865	publication
2884	Q0	bibsonomy-scherr2009nationalismus	8	4.2251024	publication
2884	Q0	bibsonomy-russmann2010soziale	9	4.2053876	publication
2884	Q0	bibsonomy-schweer1997arbeitslosigkeit	10	4.0420313	publication
2884	Q0	gesis-ssoar-32114	11	3.98413	publication
2884	Q0	bibsonomy-friesl2010anderen	12	3.98413	publication
2884	Q0	bibsonomy-li2019einfluss	13	3.98413	publication
2884	Q0	bibsonomy-rippl2008freunden	14	3.927864	publication
2884	Q0	bibsonomy-cohrs2003konstruktiven	15	3.9064107	publication
2884	Q0	bibsonomy-eckert2001fremdenfeindlichkeit	16	3.8993082	publication
2884	Q0	gesis-ssoar-19252	17	3.8731654	publication
2884	Q0	bibsonomy-ahlheim2000fremden	18	3.8731654	publication
2884	Q0	bibsonomy-rippl2003kompensation	19	3.8731654	publication
2884	Q0	bibsonomy-diebeauftragtederbundesregierungfurmigrationfluchtlingeundintegration2007fremdenfeindlichkeit	20	3.768214	publication
2884	Q0	bibsonomy-dick2012fremdenfeindlichkeit	21	3.6688006	publication
2884	Q0	gesis-ssoar-47442	22	3.574498	publication
2884	Q0	bibsonomy-diehl2011fremdenfeindlichkeit	23	3.574498	publication
2884	Q0	gesis-ssoar-19299	24	3.574498	publication
2884	Q0	gesis-ssoar-83294	25	3.574498	publication
2884	Q0	bibsonomy-beck2015einstellungen	26	3.4624243	publication
2884	Q0	bibsonomy-trommertiedeman2015image	27	3.4410057	publication
2884	Q0	bibsonomy-scherr2010situations	28	3.3997247	publication
2884	Q0	gesis-ssoar-47444	29	3.3997247	publication
2884	Q0	gesis-ssoar-65012	30	3.398954	publication
2884	Q0	bibsonomy-wagner2000sozialpsychologische	31	3.398954	publication
2884	Q0	gesis-ssoar-31663	32	3.398954	publication
2884	Q0	bibsonomy-eckert1996erklrungsmuster	33	3.3185945	publication
2884	Q0	bibsonomy-mitulla1997wahrnehmung	34	3.3178601	publication
2884	Q0	bibsonomy-arzheimer2016strukturgleichungsmodelle	35	3.2787466	publication
2884	Q0	bibsonomy-braun1993ideologie	36	3.2787466	publication
2884	Q0	bibsonomy-bacher1999arbeitslosigkeit	37	3.2787466	publication
2884	Q0	gesis-ssoar-47441	38	3.241246	publication
2884	Q0	bibsonomy-lebhart2002determinanten	39	3.2405448	publication
2884	Q0	gesis-ssoar-84125	40	3.2032235	publication
2884	Q0	bibsonomy-weber2018bedeutung	41	3.2032235	publication
2884	Q0	bibsonomy-wahl2001fremdenfeindlichkeit	42	3.1311011	publication
2884	Q0	gesis-ssoar-65211	43	2.9961798	publication
2911	Q0	bibsonomy-leite2020finding	0	4.556385	publication
2911	Q0	gesis-ssoar-79009	1	4.479904	publication
2911	Q0	gesis-ssoar-79010	2	4.479904	publication
2911	Q0	bibsonomy-plepytedavidaviciene2020matuojama	3	4.440303	publication
29262	Q0	gesis-ssoar-37432	0	3.8840427	publication
29262	Q0	gesis-ssoar-47122	1	3.7688594	publication
29262	Q0	cews-2-806355	2	3.34554	publication
29421	Q0	gesis-ssoar-37432	0	3.8840427	publication
29421	Q0	gesis-ssoar-77173	1	3.46624	publication
29421	Q0	gesis-ssoar-34544	2	3.1098552	publication
29421	Q0	gesis-ssoar-37314	3	3.1098552	publication
